created_at,id,id_str,Text,Label
Tue Nov 13 12:56:22 +0000 2018,1.06E+18,1.06E+18,death toll jumps californias deadliest wildfire ever trump,injured_or_dead_people
Tue Nov 13 13:01:40 +0000 2018,1.06E+18,1.06E+18,camp fire death toll reaches  highest californiahistory,injured_or_dead_people
Fri Nov 16 03:16:20 +0000 2018,1.06E+18,1.06E+18, northern california fire death toll rises  number missing jumps,injured_or_dead_people
Fri Nov 16 23:36:45 +0000 2018,1.06E+18,1.06E+18, number people unaccounted camp fire zone northern california doubled death,injured_or_dead_people
Sat Nov 17 06:22:14 +0000 2018,1.06E+18,1.06E+18, death toll campfire hit  think this previous record deadliest california wildfire w,injured_or_dead_people
Sun Nov 18 05:35:24 +0000 2018,1.06E+18,1.06E+18,northern california wildfire claims lives least people sheriff says,injured_or_dead_people
Mon Nov 19 06:42:51 +0000 2018,1.06E+18,1.06E+18, dead missing deadliest wildfire california history want help please j,injured_or_dead_people
Tue Nov 20 13:27:24 +0000 2018,1.06E+18,1.06E+18,camp fire death toll hit  people unaccounted for current estimates  homes burned area vacancy rate ,injured_or_dead_people
Tue Nov 20 18:58:02 +0000 2018,1.06E+18,1.06E+18,killed california wildfires nearly k remain missing heatmap column wildfire wildfires warnotherrelevantinformations,injured_or_dead_people
Thu Nov 22 02:52:47 +0000 2018,1.07E+18,1.07E+18, california wildfires death toll reaches  still unaccounted for hundreds people remain missing th,injured_or_dead_people
Fri Nov 23 01:30:00 +0000 2018,1.07E+18,1.07E+18,northern california people killed wildfire tens thousands otherrelevantinformations displaced hundreds unaccounted for thats stopping thanksgiving,injured_or_dead_people
Mon Nov 26 06:50:21 +0000 2018,1.07E+18,1.07E+18,camp fire percent contained death toll tops,injured_or_dead_people
Sat Nov 10 13:56:22 +0000 2018,1.06E+18,1.06E+18,  americans confirmed dead missing including several elder,injured_or_dead_people
Sat Nov 10 17:36:15 +0000 2018,1.06E+18,1.06E+18, climate changeamplified wildfires killed least people using score political poi,injured_or_dead_people
Sat Nov 10 22:23:13 +0000 2018,1.06E+18,1.06E+18, update death toll rises trump blames california devastating fires,injured_or_dead_people
Mon Nov 12 16:55:05 +0000 2018,1.06E+18,1.06E+18,people killed california fires ,injured_or_dead_people
Mon Nov 12 18:59:14 +0000 2018,1.06E+18,1.06E+18,death toll hits  hundreds missing recordbreaking california wildfires  nbc news,injured_or_dead_people
Mon Nov 12 20:07:12 +0000 2018,1.06E+18,1.06E+18, death toll wildfires raging across california risen least  anotherrelevantinformation people missing thre,injured_or_dead_people
Tue Nov 13 02:59:12 +0000 2018,1.06E+18,1.06E+18, update death toll california wildfires rises  making deadliest wildland fire us history says local,injured_or_dead_people
Tue Nov 13 03:03:20 +0000 2018,1.06E+18,1.06E+18,new california fire officials increase death toll marking deadliest fire state history,injured_or_dead_people
Tue Nov 13 12:15:03 +0000 2018,1.06E+18,1.06E+18,next am et  dead wildfires devastate california  guest  danny max  morning news anchor santa barbara  faultlines    listen live  watch live,injured_or_dead_people
Tue Nov 13 16:16:55 +0000 2018,1.06E+18,1.06E+18,public safety officials use wireless emergency alert wea system alert butte county population fast moving wildfire camp fire sits deadliest wildfire california deaths reported,injured_or_dead_people
Tue Nov 13 20:16:48 +0000 2018,1.06E+18,1.06E+18, first victims confirmed dead california wildfires,injured_or_dead_people
Wed Nov 14 14:33:21 +0000 2018,1.06E+18,1.06E+18,camp fire latest fire killed least destroyed  homes national guard troops helping teams already looking remains states deadliest wildfire,injured_or_dead_people
Wed Nov 14 16:49:04 +0000 2018,1.06E+18,1.06E+18,paradise mayor criticized chaotic evacuation high death toll camp fire virtually wipes california town map,injured_or_dead_people
Thu Nov 15 02:25:56 +0000 2018,1.06E+18,1.06E+18, campfire killed people anotherrelevantinformation still missing,injured_or_dead_people
Thu Nov 15 06:35:55 +0000 2018,1.06E+18,1.06E+18, every night camp fire death toll rises asked describe nightly briefin,injured_or_dead_people
Thu Nov 15 22:00:59 +0000 2018,1.06E+18,1.06E+18,special report california wildfires death toll risen predicted toincrease,injured_or_dead_people
Sun Nov 18 15:40:34 +0000 2018,1.06E+18,1.06E+18, death toll californias fires risen nearly  people stillmissing,injured_or_dead_people
Sun Nov 18 20:31:17 +0000 2018,1.06E+18,1.06E+18, campfire death toll risen people according  read butte county blaze affe,injured_or_dead_people
Mon Nov 19 04:07:56 +0000 2018,1.06E+18,1.06E+18, people confirmed dead  still missing californiafires center international disaster,injured_or_dead_people
Mon Nov 19 07:36:30 +0000 2018,1.06E+18,1.06E+18,death toll wildfire northern california us climber,injured_or_dead_people
Mon Nov 19 08:08:15 +0000 2018,1.06E+18,1.06E+18,california fires death toll rises winds threaten efforts control blaze,injured_or_dead_people
Mon Nov 19 12:54:02 +0000 2018,1.06E+18,1.06E+18,fires continue california death toll climbs utility stocks battered  daytrading stocks californiafire californiawildfires stockstowatch stockmarket ,injured_or_dead_people
Tue Nov 20 07:05:09 +0000 2018,1.06E+18,1.06E+18, people dead missing vicitms drops acre historic camp fire,injured_or_dead_people
Sun Nov 25 16:29:47 +0000 2018,1.07E+18,1.07E+18,sad many died communities destroyed recent fires california,injured_or_dead_people
Sat Nov 10 06:20:57 +0000 2018,1.06E+18,1.06E+18, malibu residents flee massive wildfire five dead northern california,injured_or_dead_people
Sat Nov 10 08:04:25 +0000 2018,1.06E+18,1.06E+18, california wildfires malibu homes burn death toll climbs nine raging wildfire southern california swept,injured_or_dead_people
Sat Nov 10 14:06:40 +0000 2018,1.06E+18,1.06E+18, mr president least people died structures destroyed concerned ame,injured_or_dead_people
Sat Nov 10 16:49:13 +0000 2018,1.06E+18,1.06E+18, least nine people died  people forced flee homes california monstrous wild fires en,injured_or_dead_people
Sat Nov 10 17:15:56 +0000 2018,1.06E+18,1.06E+18, breaking sheriff reports people dead northern california wildfire become states destructive,injured_or_dead_people
Sun Nov 11 03:36:27 +0000 2018,1.06E+18,1.06E+18,least people dead  flee worst fires california history,injured_or_dead_people
Sun Nov 11 07:48:49 +0000 2018,1.06E+18,1.06E+18,northern part state least five people found dead scorched cars tried flee disastrous,injured_or_dead_people
Sun Nov 11 17:27:54 +0000 2018,1.06E+18,1.06E+18,californias destructive wildfire kills dozens via,injured_or_dead_people
Mon Nov 12 05:12:28 +0000 2018,1.06E+18,1.06E+18,california wildfires spread  acres threaten destroy tens thousands structures death toll rises ,injured_or_dead_people
Mon Nov 12 19:03:49 +0000 2018,1.06E+18,1.06E+18,around  people forced evacuate homes several wildfires swept across california least people killed still unaccounted for,injured_or_dead_people
Mon Nov 12 20:50:45 +0000 2018,1.06E+18,1.06E+18, least people died cars overcome california wildfires,injured_or_dead_people
Mon Nov 12 22:09:17 +0000 2018,1.06E+18,1.06E+18, veterinarian carries injured goose safety amid devastation campfire one several raging wildfires burning,injured_or_dead_people
Tue Nov 13 19:02:02 +0000 2018,1.06E+18,1.06E+18,peeps generous past people hawaii lost homes volcano need even greater california least people died wildfires thousands,injured_or_dead_people
Thu Nov 15 04:14:13 +0000 2018,1.06E+18,1.06E+18,death toll risen  campfire,injured_or_dead_people
Thu Nov 15 11:19:05 +0000 2018,1.06E+18,1.06E+18,death toll rises devastating california wildfire missing,injured_or_dead_people
Thu Nov 15 17:07:57 +0000 2018,1.06E+18,1.06E+18, authorities made public list people still unaccounted wednesday night announced number,injured_or_dead_people
Sun Nov 18 14:25:12 +0000 2018,1.06E+18,1.06E+18,pbs newshour weekend california wildfire death toll exceeds  access dental care poor west virginia wilco frontman jeff tweedys new memoir november  ,injured_or_dead_people
Thu Nov 22 07:21:47 +0000 2018,1.07E+18,1.07E+18, death toll northern california fire rises search pushes rain,injured_or_dead_people
Sat Nov 24 11:14:45 +0000 2018,1.07E+18,1.07E+18,coming  california wildfires death toll climbs  almost still unaccounted for,injured_or_dead_people
Sat Nov 10 06:51:54 +0000 2018,1.06E+18,1.06E+18,least nine dead paradise pretty much destroyed wildfire rages northern california,injured_or_dead_people
Sat Nov 10 10:00:26 +0000 2018,1.06E+18,1.06E+18, nine dead california fires continue rage via,injured_or_dead_people
Sat Nov 10 15:04:53 +0000 2018,1.06E+18,1.06E+18,people died fires incapable human empathy incredibly ignorant wildfires california too,injured_or_dead_people
Sat Nov 10 17:17:16 +0000 2018,1.06E+18,1.06E+18,least dead many missing homes destroyed possibly thousands air quality dangerous due smoke firefighters risking lives and nations president completely false cruel comment factual basis whatsoever,injured_or_dead_people
Sat Nov 10 20:31:19 +0000 2018,1.06E+18,1.06E+18,instead stayed hotel sent tweets criticizing california wildfire killed people burned  structures cant wrap head around insensitivity,injured_or_dead_people
Sun Nov 11 06:54:15 +0000 2018,1.06E+18,1.06E+18, video woosleyfire early morning two people found dead  residents including,injured_or_dead_people
Mon Nov 12 18:10:32 +0000 2018,1.06E+18,1.06E+18,updates camp woolsey fires california  camp fire  latest information camp fire outside chico northern california death toll fire is,injured_or_dead_people
Tue Nov 13 02:58:20 +0000 2018,1.06E+18,1.06E+18,sad news continues come california deaths reported due wildfires,injured_or_dead_people
Tue Nov 13 03:03:27 +0000 2018,1.06E+18,1.06E+18,incredible fires still on least dead far tens thousands buildings threatened,injured_or_dead_people
Tue Nov 13 05:50:53 +0000 2018,1.06E+18,1.06E+18,authorities reported deaths fire northern california destroyed town paradise bringing total death toll far,injured_or_dead_people
Wed Nov 14 15:10:49 +0000 2018,1.06E+18,1.06E+18,update authorities report additional deaths northern california raising death toll making deadliest wildfire record california history woolseyfire campfire hillfire hillbrushfire californiawildfires californiafires,injured_or_dead_people
Wed Nov 14 20:34:19 +0000 2018,1.06E+18,1.06E+18, least people killed devastating wildfire largely incinerated town paradise norther,injured_or_dead_people
Thu Nov 15 01:01:19 +0000 2018,1.06E+18,1.06E+18, death toll rises california wildfires new blaze breaks out absolutely chaotic,injured_or_dead_people
Thu Nov 15 01:41:25 +0000 2018,1.06E+18,1.06E+18, california wildfires people killed northern californias camp fire people still missing camp f,injured_or_dead_people
Fri Nov 16 21:30:00 +0000 2018,1.06E+18,1.06E+18,death toll california wildfires risen least people,injured_or_dead_people
Sun Nov 18 21:42:00 +0000 2018,1.06E+18,1.06E+18, watch california still fighting fire death toll exceeds nayi tv usa  visit,injured_or_dead_people
Sun Nov 25 04:13:39 +0000 2018,1.07E+18,1.07E+18, update campfire death toll rises three  fire percent contained nearly  homes destroyed,injured_or_dead_people
Sun Nov 25 21:05:06 +0000 2018,1.07E+18,1.07E+18, weeks destruction camp fire northern california percent contained search remains threatens,injured_or_dead_people
Sat Nov 10 22:31:01 +0000 2018,1.06E+18,1.06E+18,least deaths suspected california wildfires winds set pick back,injured_or_dead_people
Sun Nov 11 03:02:08 +0000 2018,1.06E+18,1.06E+18, per butte county sheriff confirmed dead also received reports missing noted may redundan,injured_or_dead_people
Sun Nov 11 03:18:13 +0000 2018,1.06E+18,1.06E+18,death toll high california fire,injured_or_dead_people
Sun Nov 11 21:15:12 +0000 2018,1.06E+18,1.06E+18,paradise gone dead devastating california fires via,injured_or_dead_people
Mon Nov 12 05:56:48 +0000 2018,1.06E+18,1.06E+18,lifestyle celebrities evacuated homes wildfires spread across california least nine people dead thousands homes destroyed three dangerous wildfires burning a news celebrity lifestyle,injured_or_dead_people
Tue Nov 13 03:02:54 +0000 2018,1.06E+18,1.06E+18, death toll northern californias campfire jumps  deadliest wildland fire state history,injured_or_dead_people
Tue Nov 13 07:23:14 +0000 2018,1.06E+18,1.06E+18, death toll northern californias campfire risen missing local officials said tr,injured_or_dead_people
Tue Nov 13 16:42:45 +0000 2018,1.06E+18,1.06E+18, campfire set grim record tonight death toll largest california wildfire history,injured_or_dead_people
Thu Nov 15 02:45:36 +0000 2018,1.06E+18,1.06E+18,death toll hits californias campfire officials release list unaccounted via,injured_or_dead_people
Thu Nov 15 18:39:06 +0000 2018,1.06E+18,1.06E+18,hundreds remain missing deadly california wildfires death toll rises,injured_or_dead_people
Thu Nov 15 21:35:42 +0000 2018,1.06E+18,1.06E+18, price fossil fuels driven climate change bozo trump recognize blames forest management  de,injured_or_dead_people
Sun Nov 18 23:37:30 +0000 2018,1.06E+18,1.06E+18,california fire death toll climbs paradise residents burned alive cars still ask dont bring troops california help,injured_or_dead_people
Mon Nov 19 02:39:35 +0000 2018,1.06E+18,1.06E+18,deadly tsunami fire californias camp fire still contained number dead still rising,injured_or_dead_people
Mon Nov 19 03:17:52 +0000 2018,1.06E+18,1.06E+18,latest campfire  death toll rises  fire burned  acres containment percent   buildings destroyed information,injured_or_dead_people
Fri Nov 23 12:45:34 +0000 2018,1.07E+18,1.07E+18,authorities northcalifornia say campfire killed people since began two weeks ago almost completely contained,injured_or_dead_people
Sat Nov 10 05:55:39 +0000 2018,1.06E+18,1.06E+18,nine people declared dead tens thousands evacuated friday fierce wildfires raged across western us state california read,injured_or_dead_people
Sat Nov 10 15:19:46 +0000 2018,1.06E+18,1.06E+18, campfire destructive fire california history death toll area burned grows around paradi,injured_or_dead_people
Sat Nov 10 17:51:14 +0000 2018,1.06E+18,1.06E+18, wildfires ravage california death toll reaches  trump threatens pull federal funds state https,injured_or_dead_people
Mon Nov 12 01:16:43 +0000 2018,1.06E+18,1.06E+18,hell paradise fire crews grim search californias dead,injured_or_dead_people
Mon Nov 12 15:23:55 +0000 2018,1.06E+18,1.06E+18, a time pull together officials raise death toll wildfire incinerated small town northern californi,injured_or_dead_people
Mon Nov 12 20:13:55 +0000 2018,1.06E+18,1.06E+18, photos california wildfires kill dozens destroy entire town,injured_or_dead_people
Tue Nov 13 04:23:33 +0000 2018,1.06E+18,1.06E+18, campfire deadliest wildfire california history people confirmed dead,injured_or_dead_people
Tue Nov 13 13:50:48 +0000 2018,1.06E+18,1.06E+18, death toll california camp fire risen  considered deadliest wildfire states hist,injured_or_dead_people
Tue Nov 13 16:04:05 +0000 2018,1.06E+18,1.06E+18,tragic search continues missing dead california wildfires killed least  making deadliest state historytcouvtnqmkrj,injured_or_dead_people
Tue Nov 13 18:03:37 +0000 2018,1.06E+18,1.06E+18,california camp fire deadliest destructivein state history death toll hits money finance economics market,injured_or_dead_people
Wed Nov 14 12:54:09 +0000 2018,1.06E+18,1.06E+18,unprecedented camp fires death toll hits record likely rise,injured_or_dead_people
Thu Nov 15 04:35:39 +0000 2018,1.06E+18,1.06E+18,death toll climbs california wildfires residents question response one says paradise mayor resign,injured_or_dead_people
Thu Nov 15 12:01:02 +0000 2018,1.06E+18,1.06E+18,remains found amid huge northern california wildfire raising death toll  listen here,injured_or_dead_people
Fri Nov 16 03:38:53 +0000 2018,1.06E+18,1.06E+18,obviously screwed warning system badly confirmed dead still unaccounted for received warning all,injured_or_dead_people
Fri Nov 16 05:50:15 +0000 2018,1.06E+18,1.06E+18,death toll california fires scorched  acres rises people remaining unaccounted for wildfire wildfires calfire wildlandfire extremeweather californiafires,injured_or_dead_people
Fri Nov 16 13:48:50 +0000 2018,1.06E+18,1.06E+18, death toll northern californias camp wildfire  officials said thursday night number missing ballooned,injured_or_dead_people
Sat Nov 17 23:37:25 +0000 2018,1.06E+18,1.06E+18,images coming california continue unbelievable people confirmed dead far  missing see president responding tonight ,injured_or_dead_people
Tue Nov 20 00:54:37 +0000 2018,1.06E+18,1.06E+18,death toll stands   remain unaccounted,injured_or_dead_people
Sat Nov 10 22:19:06 +0000 2018,1.06E+18,1.06E+18,new story npr wildfires across california kill least,injured_or_dead_people
Sun Nov 11 04:33:45 +0000 2018,1.06E+18,1.06E+18,charred remains people found around northern california town overrun flames massive wildfire officials said saturday raising death toll least ,injured_or_dead_people
Sun Nov 11 19:29:37 +0000 2018,1.06E+18,1.06E+18, california wildfires woman waited put makeup on among dead,injured_or_dead_people
Mon Nov 12 03:33:31 +0000 2018,1.06E+18,1.06E+18,reporting death toll campfire now working hard otherrelevantinformation teams heartbreaking,injured_or_dead_people
Mon Nov 12 05:22:41 +0000 2018,1.06E+18,1.06E+18,people dead almost  structures destroyed acre camp fire,injured_or_dead_people
Tue Nov 13 05:36:54 +0000 2018,1.06E+18,1.06E+18,death toll northern california fire jumps  making worst state history  atonerepent gopgod killing rich members embracing pedophilic roman church gods christian children counting deathtoallbuttrump,injured_or_dead_people
Tue Nov 13 15:38:00 +0000 2018,1.06E+18,1.06E+18,hurricaneforce gusts fuel one california fire anotherrelevantinformation blaze leaves people dead utah,injured_or_dead_people
Tue Nov 13 20:56:47 +0000 2018,1.06E+18,1.06E+18,cbs news death toll californias deadliest wildfire expected rise via,injured_or_dead_people
Sun Nov 18 04:44:22 +0000 2018,1.06E+18,1.06E+18,death toll northern california wildfires grows nearly  still missing,injured_or_dead_people
Sun Nov 18 07:48:22 +0000 2018,1.06E+18,1.06E+18,confirmed dead california fires families dont receive support government im gonna pissed,injured_or_dead_people
Mon Nov 26 04:14:38 +0000 2018,1.07E+18,1.07E+18,dozens killed california fires utter panic,injured_or_dead_people
Mon Nov 26 16:08:38 +0000 2018,1.07E+18,1.07E+18, taking victims leaving people missing destroying  homes camp fire finally contained un,injured_or_dead_people
Tue Dec 04 21:00:32 +0000 2018,1.07E+18,1.07E+18,camp fire death toll revised downward insurance company goes due significant losses,injured_or_dead_people
Sat Nov 10 08:07:12 +0000 2018,1.06E+18,1.06E+18, breaking wildfire burning northern california becomes states destructive law enforcement confirming,injured_or_dead_people
Sat Nov 10 20:32:44 +0000 2018,1.06E+18,1.06E+18,trump blames gross mismanagement california fires leave trail death destruction  people dead hundreds loose home asshole talks money hell compassion worthless senile racist moron,injured_or_dead_people
Sat Nov 10 23:49:53 +0000 2018,1.06E+18,1.06E+18,california fires death toll climbs blazes near la claim first victims,injured_or_dead_people
Sun Nov 11 03:45:04 +0000 2018,1.06E+18,1.06E+18,death toll rises  flee destructive fires californias history arsonistinchief sends s troops california border defend us motherrelevantinformations children miles away state burns impeach,injured_or_dead_people
Sun Nov 11 06:21:55 +0000 2018,1.06E+18,1.06E+18, its event feared long time death toll rises   flee fires california,injured_or_dead_people
Sun Nov 11 23:37:49 +0000 2018,1.06E+18,1.06E+18, death toll california wildfires climbs  following deadly camp,injured_or_dead_people
Mon Nov 12 14:31:14 +0000 2018,1.06E+18,1.06E+18,death toll camp fire raging butte county rose sunday tying inferno deadliest toll californias recorded,injured_or_dead_people
Tue Nov 13 03:19:38 +0000 2018,1.06E+18,1.06E+18, death toll californias destructive wildfire record reached  people missing https,injured_or_dead_people
Tue Nov 13 09:45:46 +0000 2018,1.06E+18,1.06E+18, join us news today new england california wildfires reaches historic high death toll,injured_or_dead_people
Tue Nov 13 17:04:23 +0000 2018,1.06E+18,1.06E+18,dead california fires camp fire becomes deadliest state history,injured_or_dead_people
Wed Nov 14 13:19:51 +0000 2018,1.06E+18,1.06E+18,practiced good forestry management death toll californias camp fire  officials,injured_or_dead_people
Wed Nov 14 13:44:30 +0000 2018,1.06E+18,1.06E+18,todays us news  cnn sues trump demands return acosta white house  dc carry permits jump percent since district went shall issue  death toll california wildfires climbs  nj passes law,injured_or_dead_people
Wed Nov 14 16:17:01 +0000 2018,1.06E+18,1.06E+18, continue pray california death toll states largest ever wildfire rises   wildfires,injured_or_dead_people
Thu Nov 15 01:52:23 +0000 2018,1.06E+18,1.06E+18, minnesota man says father missing california fire found dead,injured_or_dead_people
Thu Nov 15 18:38:39 +0000 2018,1.06E+18,1.06E+18,california wildfires death toll rises dozens still unaccounted  climageddon,injured_or_dead_people
Fri Nov 16 03:48:55 +0000 2018,1.06E+18,1.06E+18,gavin cocaine newsom dead missing californias deadliest fire state history happens democrats run things,injured_or_dead_people
Fri Nov 16 17:25:56 +0000 2018,1.06E+18,1.06E+18,least dead missing california fires,injured_or_dead_people
Fri Nov 16 17:37:43 +0000 2018,1.06E+18,1.06E+18,also stretched disasters us wars choice  dead middle east  deaths annually due car wrecks many thousands cancerpollutiondisastrous policy,injured_or_dead_people
Sun Nov 18 11:51:04 +0000 2018,1.06E+18,1.06E+18,usa trump visit california wildfire death toll rises via,injured_or_dead_people
Thu Nov 22 12:08:31 +0000 2018,1.07E+18,1.07E+18, update least dead california wildfires people still unaccounted for,injured_or_dead_people
Tue Nov 27 02:20:33 +0000 2018,1.07E+18,1.07E+18,breaking camp fire death toll increases via kron news,injured_or_dead_people
Tue Nov 27 21:06:30 +0000 2018,1.07E+18,1.07E+18, good news campfire  contained bad news people killed  people still unacco,injured_or_dead_people
Sat Nov 10 15:17:59 +0000 2018,1.06E+18,1.06E+18, president trump tweeted early saturday gross mismanagement forests blame californias deadly wildfires,injured_or_dead_people
Mon Nov 12 01:01:16 +0000 2018,1.06E+18,1.06E+18,gerard butler camille grammer lose homes california fires death toll climbs,injured_or_dead_people
Mon Nov 12 15:15:51 +0000 2018,1.06E+18,1.06E+18, least people died wildfires continued tear northern southern california,injured_or_dead_people
Mon Nov 12 17:14:54 +0000 2018,1.06E+18,1.06E+18,california fires latest dead  acres burned,injured_or_dead_people
Mon Nov 12 17:46:59 +0000 2018,1.06E+18,1.06E+18,death toll climbing california fires,injured_or_dead_people
Tue Nov 13 07:04:39 +0000 2018,1.06E+18,1.06E+18, additional sets human remains discovered monday northern california bringing death toll camp fi,injured_or_dead_people
Tue Nov 13 22:07:28 +0000 2018,1.06E+18,1.06E+18,hey orange poptart breasty today california wildfires dead far say nothing nothing disrespectful little wanna royals fbr glovesoff msnbc bluewave notmypresident gop theresistance,injured_or_dead_people
Thu Nov 15 03:57:17 +0000 2018,1.06E+18,1.06E+18,staarsuperstaar camp fire remains people found death toll rises topbuzz,injured_or_dead_people
Thu Nov 15 13:53:10 +0000 2018,1.06E+18,1.06E+18,notice trumpbillshitbroadcasts died exactly fires started mueller catches trump ordering arson california deaths already aint dirty politics anymore muellers men carry guns guess theyd looking excuse,injured_or_dead_people
Thu Nov 15 17:46:59 +0000 2018,1.06E+18,1.06E+18,least dead missing campfire californias deadliest wildfire states history ipadjournos,injured_or_dead_people
Tue Nov 20 04:19:31 +0000 2018,1.06E+18,1.06E+18, death toll campfire stands  sheriff kory honea however says number unaccounted,injured_or_dead_people
Tue Nov 27 05:54:43 +0000 2018,1.07E+18,1.07E+18, sheriff killed still missing camp fire california,injured_or_dead_people
Sat Nov 10 06:30:07 +0000 2018,1.06E+18,1.06E+18,right now wildfires southern california turned deadly fox s sister station los angeles learned two bodies discovered,injured_or_dead_people
Sun Nov 11 03:18:09 +0000 2018,1.06E+18,1.06E+18,people found dead millions including father breathing smoke,injured_or_dead_people
Sun Nov 11 19:50:17 +0000 2018,1.06E+18,1.06E+18, death toll jumps  flee destructive fires california history,injured_or_dead_people
Sun Nov 11 23:35:10 +0000 2018,1.06E+18,1.06E+18, authorities say  firefighters battling three large wildfires ends california destroy,injured_or_dead_people
Mon Nov 12 20:45:53 +0000 2018,1.06E+18,1.06E+18, missing dead winds fan california wildfires via ,injured_or_dead_people
Mon Nov 12 22:03:55 +0000 2018,1.06E+18,1.06E+18,death toll keeps rising californiawildfire,injured_or_dead_people
Wed Nov 14 16:28:37 +0000 2018,1.06E+18,1.06E+18,california fires death toll rises  camp fire alone,injured_or_dead_people
Thu Nov 15 01:01:59 +0000 2018,1.06E+18,1.06E+18,california wildfires death toll climbs new blazes near los angeles,injured_or_dead_people
Thu Nov 15 06:14:38 +0000 2018,1.06E+18,1.06E+18,iranian foreign ministry spokesman bahram ghasemi expressed deep regret devastating wildfires us state california killed dozens people far thursday statement ghasemi also offered sympathy american nation bereaved,injured_or_dead_people
Sun Nov 18 02:41:54 +0000 2018,1.06E+18,1.06E+18,campfire deaths total  california wildfirerelated deaths last months,injured_or_dead_people
Sun Nov 18 04:07:57 +0000 2018,1.06E+18,1.06E+18, new  trump cites total devastation paradise campfire death toll ,injured_or_dead_people
Sun Nov 18 16:01:17 +0000 2018,1.06E+18,1.06E+18,nearly  people unaccounted devastating camp fire killed least northerncalifornia,injured_or_dead_people
Tue Nov 20 17:43:38 +0000 2018,1.06E+18,1.06E+18, dead california wildfires nearly missing latest,injured_or_dead_people
Thu Nov 22 04:33:35 +0000 2018,1.07E+18,1.07E+18,california camp firedeath toll rises   missing via,injured_or_dead_people
Fri Nov 23 20:51:06 +0000 2018,1.07E+18,1.07E+18, correction people americans already dead camp fire alone thus far,injured_or_dead_people
Sat Nov 10 07:51:22 +0000 2018,1.06E+18,1.06E+18, death toll rises northern californias camp fire destroyed structures wildfire stat,injured_or_dead_people
Sat Nov 10 14:37:09 +0000 2018,1.06E+18,1.06E+18,piece shit vile creature people died,injured_or_dead_people
Mon Nov 12 00:11:03 +0000 2018,1.06E+18,1.06E+18, wildfires least people died california wildfires still missing,injured_or_dead_people
Mon Nov 12 21:31:58 +0000 2018,1.06E+18,1.06E+18, california fires leave least dead  structures destroyed,injured_or_dead_people
Tue Nov 13 02:09:38 +0000 2018,1.06E+18,1.06E+18,fourteen wildfires burning across california least people killed,injured_or_dead_people
Tue Nov 13 13:13:14 +0000 2018,1.06E+18,1.06E+18, wildlires california  death toll   homes destroyed rain anotherrelevantinformation week heart goes everyone,injured_or_dead_people
Tue Nov 13 20:23:20 +0000 2018,1.06E+18,1.06E+18,threat camp fire lessens death toll rises dead victims expected,injured_or_dead_people
Wed Nov 14 08:43:11 +0000 2018,1.06E+18,1.06E+18, breaking death toll devastating camp fire rises,injured_or_dead_people
Wed Nov 14 09:19:07 +0000 2018,1.06E+18,1.06E+18,death toll northern california wildfire climbs socalled camp fire broke northern california last week deadliest state history usrc,injured_or_dead_people
Thu Nov 15 19:50:00 +0000 2018,1.06E+18,1.06E+18,least people killed unaccounted week flames swept through,injured_or_dead_people
Fri Nov 16 08:15:02 +0000 2018,1.06E+18,1.06E+18,wildfires ca missing flood potential california wildfires death toll goes  missing jumps  via,injured_or_dead_people
Mon Nov 19 05:56:09 +0000 2018,1.06E+18,1.06E+18,person called pleasure california twice paradise california visiting wildfires killed people,injured_or_dead_people
Mon Nov 19 12:14:34 +0000 2018,1.06E+18,1.06E+18,californias largest power company pacific gas electric new pressure explain actions socalled camp fire started northern california blamed deaths nearly  people still officially unaccounted for reports,injured_or_dead_people
Tue Nov 20 22:46:00 +0000 2018,1.07E+18,1.07E+18,least people diedbut surelets talk pretty smoke burning forestry scrubland buildings homes businesses actual people makes sunset dc,injured_or_dead_people
Fri Nov 23 09:50:33 +0000 2018,1.07E+18,1.07E+18,historic camp fire percent containment death toll climbs via,injured_or_dead_people
Mon Nov 26 04:08:17 +0000 2018,1.07E+18,1.07E+18,california fires  contained bodies found,injured_or_dead_people
Tue Nov 27 14:20:17 +0000 2018,1.07E+18,1.07E+18,death toll california fire  news  nhk world  english,injured_or_dead_people
Tue Nov 27 15:38:30 +0000 2018,1.07E+18,1.07E+18, interior secretary ryan zinke says costs associated deadly california wildfire likely billions,injured_or_dead_people
Sat Nov 10 06:26:43 +0000 2018,1.06E+18,1.06E+18,  tweeted times today evidenceless allegations regarding vote counting attacking retirin,injured_or_dead_people
Sat Nov 10 08:13:13 +0000 2018,1.06E+18,1.06E+18,buzzfeednewsdreamgirls latest authorities say northern california wildfire killed least people,injured_or_dead_people
Sat Nov 10 14:48:10 +0000 2018,1.06E+18,1.06E+18,california wildfires least dead  cnn,injured_or_dead_people
Sat Nov 10 17:00:05 +0000 2018,1.06E+18,1.06E+18,nine people killed thousands buildings destroyed wildfire severely damages town paradise california,injured_or_dead_people
Sun Nov 11 02:05:29 +0000 2018,1.06E+18,1.06E+18,least dead california wildfires rage winds set pick  nbc news,injured_or_dead_people
Sun Nov 11 02:57:35 +0000 2018,1.06E+18,1.06E+18, breaking death toll california fire rises bodies found,injured_or_dead_people
Sun Nov 11 21:43:17 +0000 2018,1.06E+18,1.06E+18, death toll hits wildfires ends california likely rise thinking,injured_or_dead_people
